symbol,name,industry,exchange,sic,quandl_price_code,quandl_ratios_code,quandl_wiki_code
CAS,"Castle [A.M.] & Co.","Steel (General)",NYSE,3311,GOOG/NYSE_CAS,DMDRN/CAS_ALLFINANCIALRATIOS,WIKI/CAS
CAS.TO,"Cascades Inc.","Paper & Forest Products",TSX,2600,YAHOO/TSX_CAS_TO,DMDRN/CAS_TO_ALLFINANCIALRATIOS
CASA,"Mexican Restaurants Inc.",Restaurant,PINK,5812,GOOG/PINK_CASA,DMDRN/CASA_ALLFINANCIALRATIOS
CASC,"Cascade Corp.","Computer Software & Svcs",NYSE,3579,GOOG/NYSE_CASC,DMDRN/CASC_ALLFINANCIALRATIOS
CASH,"Meta Financial Group",Thrift,NASDAQ,,GOOG/NASDAQ_CASH,DMDRN/CASH_ALLFINANCIALRATIOS,WIKI/CASH
CASM,"Cas Medical Systems","Medical Supplies",NASDAQ,8060,GOOG/NASDAQ_CASM,DMDRN/CASM_ALLFINANCIALRATIOS
CASS,"Cass Information Systems Inc","Financial Svcs. (Div.)",NASDAQ,6100,GOOG/NASDAQ_CASS,DMDRN/CASS_ALLFINANCIALRATIOS,WIKI/CASS
CAST,"ChinaCast Education Corp","Educational Services",PINK,8299,GOOG/PINK_CAST,DMDRN/CAST_ALLFINANCIALRATIOS
CASY,"Caseys General Stores",Grocery,NASDAQ,5400,GOOG/NASDAQ_CASY,DMDRN/CASY_ALLFINANCIALRATIOS,WIKI/CASY
CAT,Caterpillar,Machinery,NYSE,3500,GOOG/NYSE_CAT,DMDRN/CAT_ALLFINANCIALRATIOS,WIKI/CAT
CATM,Cardtronics,"Industrial Services",NASDAQ,7300,GOOG/NASDAQ_CATM,DMDRN/CATM_ALLFINANCIALRATIOS,WIKI/CATM
CATO,"Cato Corp.","Retail (Special Lines)",NYSE,5600,GOOG/NYSE_CATO,DMDRN/CATO_ALLFINANCIALRATIOS,WIKI/CATO
CATS,"Catalyst Semiconductor Inc",Semiconductor,PINK,3674,GOOG/PINK_CATS,DMDRN/CATS_ALLFINANCIALRATIOS
CATY,"Cathay General Bancorp",Bank,NASDAQ,6000,GOOG/NASDAQ_CATY,DMDRN/CATY_ALLFINANCIALRATIOS,WIKI/CATY
CAVM,"Cavium Inc",Semiconductor,NASDAQ,3674,GOOG/NASDAQ_CAVM,DMDRN/CAVM_ALLFINANCIALRATIOS,WIKI/CAVM
CAVO,"Cavico Corporation",Internet,PINK,7370,GOOG/PINK_CAVO,DMDRN/CAVO_ALLFINANCIALRATIOS
CAW,"Cca Industries",Toiletries/Cosmetics,AMEX,2844,GOOG/AMEX_CAW,DMDRN/CAW_ALLFINANCIALRATIOS
CB,"Chubb Corp.","Insurance (Prop/Casualty",NYSE,6330,GOOG/NYSE_CB,DMDRN/CB_ALLFINANCIALRATIOS,WIKI/CB
CBAK,"China Bak Battery",Restaurant,NASDAQ,5812,GOOG/NASDAQ_CBAK,DMDRN/CBAK_ALLFINANCIALRATIOS
CBAN,"Colony Bankcorp",Bank,NASDAQ,6000,GOOG/NASDAQ_CBAN,DMDRN/CBAN_ALLFINANCIALRATIOS
CBB,"Cincinnati Bell Inc","Telecom. Services",NYSE,4810,GOOG/NYSE_CBB,DMDRN/CBB_ALLFINANCIALRATIOS,WIKI/CBB
CBCO,"Coastal Banking Company Inc",Bank,PINK,6000,GOOG/PINK_CBCO,DMDRN/CBCO_ALLFINANCIALRATIOS
CBCRQ,"Capitol Bancorp Ltd",Bank,PINK,6000,GOOG/PINK_CBCRQ,DMDRN/CBCRQ_ALLFINANCIALRATIOS
CBD,"Companhia Brasileira De Distribuicao","Food Processing",NYSE,2000,GOOG/NYSE_CBD,DMDRN/CBD_ALLFINANCIALRATIOS
CBE,"Cooper Industries Plc.","Electrical Equipment",NYSE,3600,GOOG/NYSE_CBE,DMDRN/CBE_ALLFINANCIALRATIOS
CBEH,"China Integrated Energy Inc",Power,PINK,4900,GOOG/PINK_CBEH,DMDRN/CBEH_ALLFINANCIALRATIOS
CBEV,"Capital Beverage","Beverage (Alcoholic)",PINK,2082,GOOG/PINK_CBEV,DMDRN/CBEV_ALLFINANCIALRATIOS
CBEX,"Cambex Corp.",Computers/Peripherals,PINK,,GOOG/PINK_CBEX,DMDRN/CBEX_ALLFINANCIALRATIOS
CBEY,Cbeyond,"Telecom. Services",NASDAQ,4810,GOOG/NASDAQ_CBEY,DMDRN/CBEY_ALLFINANCIALRATIOS,WIKI/CBEY
CBF,"CBRE Realty Finance Inc.",R.E.I.T.,NASDAQ,6720,GOOG/NASDAQ_CBF,DMDRN/CBF_ALLFINANCIALRATIOS,WIKI/CBF
CBFC,"CNB Financial Services Inc",Thrift,PINK,6120,GOOG/PINK_CBFC,DMDRN/CBFC_ALLFINANCIALRATIOS
CBG,"Cbre Group Inc",R.E.I.T.,NYSE,6720,GOOG/NYSE_CBG,DMDRN/CBG_ALLFINANCIALRATIOS,WIKI/CBG
CBI,"Chicago Bridge & Iron Company N.V.","Metal Fabricating",NYSE,3400,GOOG/NYSE_CBI,DMDRN/CBI_ALLFINANCIALRATIOS,WIKI/CBI
CBIN,"Community Bank Shares Of Indiana",Bank,NASDAQ,6000,GOOG/NASDAQ_CBIN,DMDRN/CBIN_ALLFINANCIALRATIOS
CBK,"Christopher & Banks Corp.","Retail (Special Lines)",NYSE,,GOOG/NYSE_CBK,DMDRN/CBK_ALLFINANCIALRATIOS,WIKI/CBK
CBKN,"Capital Bank Corp.",Bank,NASDAQ,6000,GOOG/NASDAQ_CBKN,DMDRN/CBKN_ALLFINANCIALRATIOS
CBL,"Cbl & Associates Properties",R.E.I.T.,NYSE,6720,GOOG/NYSE_CBL,DMDRN/CBL_ALLFINANCIALRATIOS
CBLI,"Cleveland Biolabs",Drug,NASDAQ,2834,GOOG/NASDAQ_CBLI,DMDRN/CBLI_ALLFINANCIALRATIOS
CBLY,"China Bilingual Tech & Ed. Grp","Educational Services",PINK,8299,GOOG/PINK_CBLY,DMDRN/CBLY_ALLFINANCIALRATIOS
CBM,"Cambrex Corp.","Chemical (Diversified)",NYSE,2813,GOOG/NYSE_CBM,DMDRN/CBM_ALLFINANCIALRATIOS,WIKI/CBM
CBMC,"Calypte Biomedical","Medical Supplies",PINK,8060,GOOG/PINK_CBMC,DMDRN/CBMC_ALLFINANCIALRATIOS
CBMX,"Combimatrix Corp.",Biotechnology,NASDAQ,2830,GOOG/NASDAQ_CBMX,DMDRN/CBMX_ALLFINANCIALRATIOS
CBNC,"County Bank Corp",Bank,PINK,6000,GOOG/PINK_CBNC,DMDRN/CBNC_ALLFINANCIALRATIOS
CBNJ,"Cape Bancorp",Bank,NASDAQ,6000,GOOG/NASDAQ_CBNJ,DMDRN/CBNJ_ALLFINANCIALRATIOS
CBNK,"Chicopee Bancorp","Metals & Mining (Div.)",NASDAQ,,GOOG/NASDAQ_CBNK,DMDRN/CBNK_ALLFINANCIALRATIOS
CBOE,"CBOE Holdings","Financial Svcs. (Div.)",NASDAQ,6100,GOOG/NASDAQ_CBOE,DMDRN/CBOE_ALLFINANCIALRATIOS,WIKI/CBOE
CBONQ,"Community Bancorp",Bank,PINK,6000,GOOG/PINK_CBONQ,DMDRN/CBONQ_ALLFINANCIALRATIOS
CBOU,"Caribou Coffee Company",Restaurant,NASDAQ,5812,GOOG/NASDAQ_CBOU,DMDRN/CBOU_ALLFINANCIALRATIOS
CBP,"China Botanic Pharmaceutical Inc.","Pharmacy Services",AMEX,5910,GOOG/AMEX_CBP,DMDRN/CBP_ALLFINANCIALRATIOS
CBPO,"China Biologic Products",Biotechnology,NASDAQ,2830,GOOG/NASDAQ_CBPO,DMDRN/CBPO_ALLFINANCIALRATIOS
CBR,Ciber,"Computer Software & Svcs",NYSE,3579,GOOG/NYSE_CBR,DMDRN/CBR_ALLFINANCIALRATIOS,WIKI/CBR
CBRL,"Cracker Barrel Old Country Store",Restaurant,NASDAQ,5812,GOOG/NASDAQ_CBRL,DMDRN/CBRL_ALLFINANCIALRATIOS,WIKI/CBRL
CBRP,"Cambridge Resources Inc","Computer Software/Svcs",PINK,3579,GOOG/PINK_CBRP,DMDRN/CBRP_ALLFINANCIALRATIOS
CBRX,"Columbia Laboratories",Drug,NASDAQ,2834,GOOG/NASDAQ_CBRX,DMDRN/CBRX_ALLFINANCIALRATIOS
CBS,"Cbs Corp.",Entertainment,NYSE,7950,GOOG/NYSE_CBS,DMDRN/CBS_ALLFINANCIALRATIOS,WIKI/CBS
CBSH,"Commerce Bancshares","Bank (Midwest)",NASDAQ,6001,GOOG/NASDAQ_CBSH,DMDRN/CBSH_ALLFINANCIALRATIOS,WIKI/CBSH
CBST,"Cubist Pharmaceuticals",Drug,NASDAQ,2834,GOOG/NASDAQ_CBST,DMDRN/CBST_ALLFINANCIALRATIOS,WIKI/CBST
CBT,"Cabot Corp.","Chemical (Diversified)",NYSE,2813,GOOG/NYSE_CBT,DMDRN/CBT_ALLFINANCIALRATIOS,WIKI/CBT
CBTC,"CBT Financial Corp",Bank,PINK,6000,GOOG/PINK_CBTC,DMDRN/CBTC_ALLFINANCIALRATIOS
CBTEQ,"Commonwealth Biotechnologies",Drug,PINK,2834,GOOG/PINK_CBTEQ,DMDRN/CBTEQ_ALLFINANCIALRATIOS
CBU,"Community Bank System",Bank,NYSE,6000,GOOG/NYSE_CBU,DMDRN/CBU_ALLFINANCIALRATIOS,WIKI/CBU
CBY.TO,"Canada Bread Ltd","Food Processing",TSX,2000,YAHOO/TSX_CBY_TO,DMDRN/CBY_TO_ALLFINANCIALRATIOS
CBYI,"Cal-Bay Int'l Inc.","Industrial Services",PINK,,GOOG/PINK_CBYI,DMDRN/CBYI_ALLFINANCIALRATIOS
CBZ,Cbiz,"Medical Services",NYSE,8000,GOOG/NYSE_CBZ,DMDRN/CBZ_ALLFINANCIALRATIOS,WIKI/CBZ
CCA.TO,"Cogeco Cable Inc.","Cable TV",TSX,4840,YAHOO/TSX_CCA_TO,DMDRN/CCA_TO_ALLFINANCIALRATIOS
CCBC,"Clearly Canadian Beverage","Beverage (Soft Drink)",PINK,2087,GOOG/PINK_CCBC,DMDRN/CCBC_ALLFINANCIALRATIOS
CCBD,"Community Central Bank",Bank,PINK,6000,GOOG/PINK_CCBD,DMDRN/CCBD_ALLFINANCIALRATIOS
CCBG,"Capital City Bank Group",Bank,NASDAQ,,GOOG/NASDAQ_CCBG,DMDRN/CCBG_ALLFINANCIALRATIOS,WIKI/CCBG
CCC,"Calgon Carbon Corp.",Environmental,NYSE,4953,GOOG/NYSE_CCC,DMDRN/CCC_ALLFINANCIALRATIOS,WIKI/CCC
CCCL,"China Ceramics Co.","Financial Svcs. (Div.)",NASDAQ,6100,GOOG/NASDAQ_CCCL,DMDRN/CCCL_ALLFINANCIALRATIOS
CCE,"Coca-Cola Enterprises","Beverage (Soft Drink)",NYSE,2087,GOOG/NYSE_CCE,DMDRN/CCE_ALLFINANCIALRATIOS,WIKI/CCE
CCEL,"Cryo-Cell Intl Inc","Medical Services",PINK,8000,GOOG/PINK_CCEL,DMDRN/CCEL_ALLFINANCIALRATIOS
CCF,"Chase Corp.","Diversified Co.",AMEX,,GOOG/AMEX_CCF,DMDRN/CCF_ALLFINANCIALRATIOS,WIKI/CCF
CCFC,"CCSB Financial Corp",Thrift,PINK,6120,GOOG/PINK_CCFC,DMDRN/CCFC_ALLFINANCIALRATIOS
CCFH,"CCF Holding Co.",Bank,PINK,,GOOG/PINK_CCFH,DMDRN/CCFH_ALLFINANCIALRATIOS
CCFN,"CCFNB Bancorp Inc",Bank,PINK,6000,GOOG/PINK_CCFN,DMDRN/CCFN_ALLFINANCIALRATIOS
CCGM,"China CGame Inc","Building Materials",PINK,3200,GOOG/PINK_CCGM,DMDRN/CCGM_ALLFINANCIALRATIOS
CCGY,"China Clean Energy Inc",Power,PINK,4900,GOOG/PINK_CCGY,DMDRN/CCGY_ALLFINANCIALRATIOS
CCHI,"C-Chip Technologies Corp","Metal Fabricating",PINK,3400,GOOG/PINK_CCHI,DMDRN/CCHI_ALLFINANCIALRATIOS
CCI,"Crown Castle International Corp.","Telecom. Services",NYSE,4810,GOOG/NYSE_CCI,DMDRN/CCI_ALLFINANCIALRATIOS,WIKI/CCI
CCIX,"Coleman Cable","Telecom. Equipment",NASDAQ,4811,GOOG/NASDAQ_CCIX,DMDRN/CCIX_ALLFINANCIALRATIOS
CCJ,"Cameco Corp.","Metals & Mining (Div.)",NYSE,1000,GOOG/NYSE_CCJ,DMDRN/CCJ_ALLFINANCIALRATIOS
CCK,"Crown Cork & Seal Company","Packaging & Container",NYSE,2640,GOOG/NYSE_CCK,DMDRN/CCK_ALLFINANCIALRATIOS,WIKI/CCK
CCL,"Carnival Corp.",Recreation,NYSE,7900,GOOG/NYSE_CCL,DMDRN/CCL_ALLFINANCIALRATIOS,WIKI/CCL
CCLAY,"Coca-Cola Amatil Limited","Beverage (Soft Drink)",PINK,2087,GOOG/PINK_CCLAY,DMDRN/CCLAY_ALLFINANCIALRATIOS
CCM.TO,"Canarc Resource Corp","Precious Metals",TSX,,YAHOO/TSX_CCM_TO,DMDRN/CCM_TO_ALLFINANCIALRATIOS
CCME,"China MediaExpress Holdings",Advertising,PINK,7310,GOOG/PINK_CCME,DMDRN/CCME_ALLFINANCIALRATIOS
CCMO,"CC Media Holdings Inc","Diversified Co.",PINK,9913,GOOG/PINK_CCMO,DMDRN/CCMO_ALLFINANCIALRATIOS
CCMP,"Cabot Microelectronics Corp.","Chemical (Diversified)",NASDAQ,2813,GOOG/NASDAQ_CCMP,DMDRN/CCMP_ALLFINANCIALRATIOS,WIKI/CCMP
CCNE,"Cnb Financial Corp.",Bank,NASDAQ,6000,GOOG/NASDAQ_CCNE,DMDRN/CCNE_ALLFINANCIALRATIOS,WIKI/CCNE
CCNI,"Command Center Inc","Human Resources",PINK,7363,GOOG/PINK_CCNI,DMDRN/CCNI_ALLFINANCIALRATIOS
CCO,"Clear Channel Outdoor Holdings",Advertising,NYSE,7310,GOOG/NYSE_CCO,DMDRN/CCO_ALLFINANCIALRATIOS,WIKI/CCO
CCO.TO,"Cameco Corporation","Metals & Mining (Div.)",TSX,1000,YAHOO/TSX_CCO_TO,DMDRN/CCO_TO_ALLFINANCIALRATIOS
CCOI,"Cogent Communications Group",Internet,NASDAQ,7370,GOOG/NASDAQ_CCOI,DMDRN/CCOI_ALLFINANCIALRATIOS,WIKI/CCOI
CCOM,"Colonial Commercial Corp","Industrial Services",PINK,7300,GOOG/PINK_CCOM,DMDRN/CCOM_ALLFINANCIALRATIOS
CCRE,"Can Cal Resources Ltd","Metals & Mining (Div.)",PINK,1000,GOOG/PINK_CCRE,DMDRN/CCRE_ALLFINANCIALRATIOS
CCRN,"Cross Country Healthcare","Medical Services",NASDAQ,8000,GOOG/NASDAQ_CCRN,DMDRN/CCRN_ALLFINANCIALRATIOS,WIKI/CCRN
CCRT,"Compucredit Holdings Corp.","Financial Svcs. (Div.)",NASDAQ,6100,GOOG/NASDAQ_CCRT,DMDRN/CCRT_ALLFINANCIALRATIOS
CCU,"Compania Cervecerias Unidas S.A.",Entertainment,NYSE,7950,GOOG/NYSE_CCU,DMDRN/CCU_ALLFINANCIALRATIOS
CCUR,"Concurrent Computer Corp.","Computer & Peripherals",NASDAQ,3573,GOOG/NASDAQ_CCUR,DMDRN/CCUR_ALLFINANCIALRATIOS
CCXI,"Chemocentryx Inc.",Biotechnology,NASDAQ,2830,GOOG/NASDAQ_CCXI,DMDRN/CCXI_ALLFINANCIALRATIOS,WIKI/CCXI
CDBK,"Cardinal Bankshares Corp",Bank,PINK,6000,GOOG/PINK_CDBK,DMDRN/CDBK_ALLFINANCIALRATIOS
CDCAQ,"CDC Corp.","Computer Software",PINK,3579,GOOG/PINK_CDCAQ,DMDRN/CDCAQ_ALLFINANCIALRATIOS
CDCO,"CIDCO Inc.","Telecom. Equipment",PINK,4811,GOOG/PINK_CDCO,DMDRN/CDCO_ALLFINANCIALRATIOS
CDE,"Coeur D'Alene Mines Corp.","Gold/Silver Mining",NYSE,1041,GOOG/NYSE_CDE,DMDRN/CDE_ALLFINANCIALRATIOS,WIKI/CDE
CDI,"Cdi Corp.","Industrial Services",NYSE,7300,GOOG/NYSE_CDI,DMDRN/CDI_ALLFINANCIALRATIOS,WIKI/CDI
CDII,"China Direct Inc","Diversified Co.",PINK,9913,GOOG/PINK_CDII,DMDRN/CDII_ALLFINANCIALRATIOS
CDIR,"Concepts Direct","Retail (Special Lines)",PINK,5600,GOOG/PINK_CDIR,DMDRN/CDIR_ALLFINANCIALRATIOS
CDNS,"Cadence Design Systems","Computer Software/Svcs",NASDAQ,3579,GOOG/NASDAQ_CDNS,DMDRN/CDNS_ALLFINANCIALRATIOS,WIKI/CDNS
CDOC,"Coda Octopus Group Inc",Semiconductor,PINK,3674,GOOG/PINK_CDOC,DMDRN/CDOC_ALLFINANCIALRATIOS
CDR,"Cedar Shopping Centers Inc",R.E.I.T.,NYSE,6720,GOOG/NYSE_CDR,DMDRN/CDR_ALLFINANCIALRATIOS
CDTI,"Clean Diesel Technologies",Environmental,NASDAQ,4953,GOOG/NASDAQ_CDTI,DMDRN/CDTI_ALLFINANCIALRATIOS
CDWD,"Cloudward Inc",Semiconductor,PINK,3674,GOOG/PINK_CDWD,DMDRN/CDWD_ALLFINANCIALRATIOS
CDXC,"ChromaDex Corp.",Drug,PINK,2834,GOOG/PINK_CDXC,DMDRN/CDXC_ALLFINANCIALRATIOS
CDXS,Codexis,"Chemical (Diversified)",NASDAQ,2813,GOOG/NASDAQ_CDXS,DMDRN/CDXS_ALLFINANCIALRATIOS
CDZI,Cadiz,"Diversified Co.",NASDAQ,9913,GOOG/NASDAQ_CDZI,DMDRN/CDZI_ALLFINANCIALRATIOS
CE,"Celanese Corp.","Financial Svcs. (Div.)",NYSE,,GOOG/NYSE_CE,DMDRN/CE_ALLFINANCIALRATIOS,WIKI/CE
CEA,"China Eastern Airlines Corp Ltd","Air Transport",NYSE,4510,GOOG/NYSE_CEA,DMDRN/CEA_ALLFINANCIALRATIOS
CEAI,"China Education Alliance Inc","Educational Services",PINK,8299,GOOG/PINK_CEAI,DMDRN/CEAI_ALLFINANCIALRATIOS
CEB,"The Corporate Executive Board Company","Information Services",NYSE,8900,GOOG/NYSE_CEB,DMDRN/CEB_ALLFINANCIALRATIOS,WIKI/CEB
CEBK,"Central Bancorp Inc",Bank,NASDAQ,6000,GOOG/NASDAQ_CEBK,DMDRN/CEBK_ALLFINANCIALRATIOS
CEC,"Cec Entertainment",Restaurant,NYSE,5812,GOOG/NYSE_CEC,DMDRN/CEC_ALLFINANCIALRATIOS
CECE,"Ceco Environmental",Environmental,NASDAQ,4953,GOOG/NASDAQ_CECE,DMDRN/CECE_ALLFINANCIALRATIOS,WIKI/CECE
CECO,"Career Education Corp.","Educational Services",NASDAQ,8299,GOOG/NASDAQ_CECO,DMDRN/CECO_ALLFINANCIALRATIOS,WIKI/CECO
CECX,"Castle Energy Corp.","Petroleum (Producing)",PINK,1300,GOOG/PINK_CECX,DMDRN/CECX_ALLFINANCIALRATIOS
CEDC,"Central European Distribution Corp.","Beverage (Alcoholic)",NASDAQ,2082,GOOG/NASDAQ_CEDC,DMDRN/CEDC_ALLFINANCIALRATIOS
CEDU,"Chinaedu Corp.","Educational Services",NASDAQ,8299,GOOG/NASDAQ_CEDU,DMDRN/CEDU_ALLFINANCIALRATIOS
CEE,"Central Europe And Russia Fund","Investment Co.(Foreign)",NYSE,6730,GOOG/NYSE_CEE,DMDRN/CEE_ALLFINANCIALRATIOS
CEFC,"Commercial National Financial",Bank,PINK,6000,GOOG/PINK_CEFC,DMDRN/CEFC_ALLFINANCIALRATIOS
CEHD,"China Electronic Holdings Inc",Electronics,PINK,3670,GOOG/PINK_CEHD,DMDRN/CEHD_ALLFINANCIALRATIOS
CEII,"Creative Enterprises Intl Inc","Industrial Services",PINK,7300,GOOG/PINK_CEII,DMDRN/CEII_ALLFINANCIALRATIOS
CEL,"Cellcom Israel","Telecom. Services",NYSE,4810,GOOG/NYSE_CEL,DMDRN/CEL_ALLFINANCIALRATIOS
CELG,"Celgene Corp.","Chemical (Specialty)",NASDAQ,2820,GOOG/NASDAQ_CELG,DMDRN/CELG_ALLFINANCIALRATIOS,WIKI/CELG
CELH,"Celsius Holdings Inc",Beverage,PINK,2080,GOOG/PINK_CELH,DMDRN/CELH_ALLFINANCIALRATIOS
CELL,Brightpoint,"Retail (Special Lines)",NASDAQ,5600,GOOG/NASDAQ_CELL,DMDRN/CELL_ALLFINANCIALRATIOS
CELM,"China Electric Motor Inc",Electronics,PINK,3670,GOOG/PINK_CELM,DMDRN/CELM_ALLFINANCIALRATIOS
CELX,"Celexpress Inc","Telecom. Services",PINK,4810,GOOG/PINK_CELX,DMDRN/CELX_ALLFINANCIALRATIOS
CEM,"Clearbridge Energy MLP Fund Inc.","Chemical (Diversified)",NYSE,2813,GOOG/NYSE_CEM,DMDRN/CEM_ALLFINANCIALRATIOS
CEMI,"Chembio Diagnostics",Internet,NASDAQ,7370,GOOG/NASDAQ_CEMI,DMDRN/CEMI_ALLFINANCIALRATIOS
CEMP,"Cempra Inc.",Drug,NASDAQ,2834,GOOG/NASDAQ_CEMP,DMDRN/CEMP_ALLFINANCIALRATIOS,WIKI/CEMP
CENT,"Central Garden & Pet Company","Retail (Special Lines)",NASDAQ,5600,GOOG/NASDAQ_CENT,DMDRN/CENT_ALLFINANCIALRATIOS
CENX,"Century Aluminum Company","Metals & Mining (Div.)",NASDAQ,1000,GOOG/NASDAQ_CENX,DMDRN/CENX_ALLFINANCIALRATIOS,WIKI/CENX
CEO,"Cnooc Limited","Petroleum (Producing)",NYSE,,GOOG/NYSE_CEO,DMDRN/CEO_ALLFINANCIALRATIOS
CEP,"Constellation Energy Partners Llc","Medical Supplies",AMEX,,GOOG/AMEX_CEP,DMDRN/CEP_ALLFINANCIALRATIOS
CERE,"Ceres Inc.",Biotechnology,NASDAQ,2830,GOOG/NASDAQ_CERE,DMDRN/CERE_ALLFINANCIALRATIOS
CERN,"Cerner Corp.","Healthcare Info Systems",NASDAQ,7375,GOOG/NASDAQ_CERN,DMDRN/CERN_ALLFINANCIALRATIOS,WIKI/CERN
CERP,Cereplast,"Chemical (Specialty)",NASDAQ,2820,GOOG/NASDAQ_CERP,DMDRN/CERP_ALLFINANCIALRATIOS
CERS,"Cerus Corp.",Drug,NASDAQ,2834,GOOG/NASDAQ_CERS,DMDRN/CERS_ALLFINANCIALRATIOS,WIKI/CERS
CETV,"Central European Media Enterprises",Entertainment,NASDAQ,7950,GOOG/NASDAQ_CETV,DMDRN/CETV_ALLFINANCIALRATIOS,WIKI/CETV
CEVA,Ceva,Semiconductor,NASDAQ,3674,GOOG/NASDAQ_CEVA,DMDRN/CEVA_ALLFINANCIALRATIOS,WIKI/CEVA
CEVE,"Ceres Ventures Inc","Medical Services",PINK,8000,GOOG/PINK_CEVE,DMDRN/CEVE_ALLFINANCIALRATIOS
CEXE,"Circle Entertainment Inc.","Property Management",PINK,6510,GOOG/PINK_CEXE,DMDRN/CEXE_ALLFINANCIALRATIOS
CF,"Cf Industries Holdings",Thrift,NYSE,6120,GOOG/NYSE_CF,DMDRN/CF_ALLFINANCIALRATIOS,WIKI/CF
CFBK,"Central Federal Corp.",Thrift,NASDAQ,6120,GOOG/NASDAQ_CFBK,DMDRN/CFBK_ALLFINANCIALRATIOS
CFBN,"Community 1st Bank",Bank,PINK,6000,GOOG/PINK_CFBN,DMDRN/CFBN_ALLFINANCIALRATIOS
CFCC,"Corfacts Inc","Industrial Services",PINK,7300,GOOG/PINK_CFCC,DMDRN/CFCC_ALLFINANCIALRATIOS
CFFC,"Community Financial",Bank,NASDAQ,6000,GOOG/NASDAQ_CFFC,DMDRN/CFFC_ALLFINANCIALRATIOS
CFFI,"C&F Financial Corp.",Bank,NASDAQ,6000,GOOG/NASDAQ_CFFI,DMDRN/CFFI_ALLFINANCIALRATIOS,WIKI/CFFI
CFFN,"Capitol Federal Financial",Thrift,NASDAQ,6120,GOOG/NASDAQ_CFFN,DMDRN/CFFN_ALLFINANCIALRATIOS,WIKI/CFFN
CFGI,"Community Finl Grp Inc","Bank (Midwest)",PINK,6001,GOOG/PINK_CFGI,DMDRN/CFGI_ALLFINANCIALRATIOS
CFI,Culp,Textile,NYSE,2200,GOOG/NYSE_CFI,DMDRN/CFI_ALLFINANCIALRATIOS,WIKI/CFI
CFN,"Carefusion Corp.","Medical Supplies",NYSE,8060,GOOG/NYSE_CFN,DMDRN/CFN_ALLFINANCIALRATIOS,WIKI/CFN
CFNB,"California First National Bancorp","Computer & Peripherals",NASDAQ,3573,GOOG/NASDAQ_CFNB,DMDRN/CFNB_ALLFINANCIALRATIOS,WIKI/CFNB
CFNL,"Cardinal Financial Corp.",Bank,NASDAQ,6000,GOOG/NASDAQ_CFNL,DMDRN/CFNL_ALLFINANCIALRATIOS,WIKI/CFNL
CFP.TO,"Canfor Corporation","Paper & Forest Products",TSX,2600,YAHOO/TSX_CFP_TO,DMDRN/CFP_TO_ALLFINANCIALRATIOS
CFR,"Cullen/Frost Bankers",Bank,NYSE,6000,GOOG/NYSE_CFR,DMDRN/CFR_ALLFINANCIALRATIOS,WIKI/CFR
CFX,"Colfax Corp.","Diversified Co.",NYSE,9913,GOOG/NYSE_CFX,DMDRN/CFX_ALLFINANCIALRATIOS,WIKI/CFX
CGA,"China Green Agriculture","Chemical (Basic)",NYSE,2810,GOOG/NYSE_CGA,DMDRN/CGA_ALLFINANCIALRATIOS
CGAM,"Concorde Gaming Corp",Hotel/Gaming,PINK,,GOOG/PINK_CGAM,DMDRN/CGAM_ALLFINANCIALRATIOS
CGEN,"Compugen Ltd",Drug,NASDAQ,2834,GOOG/NASDAQ_CGEN,DMDRN/CGEN_ALLFINANCIALRATIOS
CGI,"Celadon Group","Financial Svcs. (Div.)",NYSE,6100,GOOG/NYSE_CGI,DMDRN/CGI_ALLFINANCIALRATIOS,WIKI/CGI
CGMX,"Cigma Metals Corp","Precious Metals",PINK,1041,GOOG/PINK_CGMX,DMDRN/CGMX_ALLFINANCIALRATIOS
CGNH,"CardioGenics Holdings Inc","Medical Supplies",PINK,8060,GOOG/PINK_CGNH,DMDRN/CGNH_ALLFINANCIALRATIOS
CGNX,"Cognex Corp.","Precision Instrument",NASDAQ,3800,GOOG/NASDAQ_CGNX,DMDRN/CGNX_ALLFINANCIALRATIOS,WIKI/CGNX
CGO.TO,"Cogeco  Inc.","Cable TV",TSX,4840,YAHOO/TSX_CGO_TO,DMDRN/CGO_TO_ALLFINANCIALRATIOS
CGPI,"CollaGenex Pharm Inc",Drug,PINK,2834,GOOG/PINK_CGPI,DMDRN/CGPI_ALLFINANCIALRATIOS
CGSYQ,"Capital Growth Systems Inc","Telecom. Services",PINK,4890,GOOG/PINK_CGSYQ,DMDRN/CGSYQ_ALLFINANCIALRATIOS
CGUD,"Com-Guard.com Inc.","Computer Software/Svcs",PINK,3579,GOOG/PINK_CGUD,DMDRN/CGUD_ALLFINANCIALRATIOS
CGX,"Consolidated Graphics",Publishing,NYSE,2700,GOOG/NYSE_CGX,DMDRN/CGX_ALLFINANCIALRATIOS
CGXP,"Ceragenix Parmaceuticals",Biotechnology,PINK,2830,GOOG/PINK_CGXP,DMDRN/CGXP_ALLFINANCIALRATIOS
CGYV,"China Energy Recovery Inc.",Power,PINK,4900,GOOG/PINK_CGYV,DMDRN/CGYV_ALLFINANCIALRATIOS
CHA,"China Telecom Corp Ltd","Telecom. Services",NYSE,,GOOG/NYSE_CHA,DMDRN/CHA_ALLFINANCIALRATIOS
CHADQ,"Chad Therapeutics","Medical Supplies",PINK,8060,GOOG/PINK_CHADQ,DMDRN/CHADQ_ALLFINANCIALRATIOS
