symbol,price_code,company_name,industry,exchange,sic_code
AME,GOOG/NYSE_AME,Amtek,Diversified Co.,NYSE,9913
AMED,GOOG/NASDAQ_AMED,Amedisys Inc,Medical Services,NASDAQ,8000
AMEN,GOOG/PINK_AMEN,Crosswalk.com Inc,Internet,PINK,7370
AMFE,GOOG/PINK_AMFE,Amfil Technologies Inc,Chemical (Specialty),PINK,2820
AMG,GOOG/NYSE_AMG,Affiliated Managers Group,Financial Svcs. (Div.),NYSE,6100
AMGI,GOOG/PINK_AMGI,American Mold Guard Inc,Industrial Services,PINK,7300
AMGN,GOOG/NASDAQ_AMGN,Amgen Inc.,Drug,NASDAQ,2834
AMGY,GOOG/PINK_AMGY,American Metal & Tech. Inc,Metal Fabricating,PINK,3400
AMIC,GOOG/NASDAQ_AMIC,American Independence,Internet,NASDAQ,
AMID,GOOG/NYSE_AMID,American Midstreampartners Lp,Pipeline MLPs,NYSE,4619
AMIEQ,GOOG/PINK_AMIEQ,Ambassadors Intl Inc,Industrial Services,PINK,7300
AMIN,GOOG/PINK_AMIN,American International Industr,Diversified Co.,PINK,
AMKR,GOOG/NASDAQ_AMKR,Amkor Technology,Semiconductor,NASDAQ,3674
AMM,GOOG/AMEX_AMM,Safety First Trust,Food Wholesalers,AMEX,5140
AMM.TO,YAHOO/TSX_AMM_TO,Almaden Minerals Ltd,Precious Metals,TSX,1041
AMMX,GOOG/PINK_AMMX,AmeraMex International Inc.,Engineering & Const,PINK,1629
AMNB,GOOG/NASDAQ_AMNB,American National Bankshares,Bank,NASDAQ,6000
AMNF,GOOG/PINK_AMNF,Armanino Foods of Distinction,Food Processing,PINK,2000
AMNL,GOOG/PINK_AMNL,Applied Minerals Inc,Metals & Mining (Div.),PINK,1000
AMOT,GOOG/NASDAQ_AMOT,Allied Motion Technologies,Precision Instrument,NASDAQ,
AMP,GOOG/NYSE_AMP,Ameriprise Financial Services,Financial Svcs. (Div.),NYSE,6100
AMPE,GOOG/NASDAQ_AMPE,Ampio Pharmaceutical,Metals & Mining (Div.),NASDAQ,1000
AMPL,GOOG/NASDAQ_AMPL,Ampal-American Israel Corp.,Financial Svcs. (Div.),NASDAQ,6100
AMRA,GOOG/PINK_AMRA,American Racing Capital Inc,Entertainment,PINK,7950
AMRB,GOOG/NASDAQ_AMRB,American River Bankshares,Bank,NASDAQ,6000
AMRC,GOOG/NYSE_AMRC,Ameresco Inc,Power,NYSE,4900
AMRE,GOOG/NYSE_AMRE,Amreit Inc.,Environmental,NYSE,4953
AMRI,GOOG/NASDAQ_AMRI,Albany Molecular Research,Drug,NASDAQ,2834
AMRN,GOOG/NASDAQ_AMRN,Amarin Corporation Plc,Drug,NASDAQ,2834
AMRS,GOOG/NASDAQ_AMRS,Amyris,Power,NASDAQ,4900
AMS,GOOG/AMEX_AMS,American Shared Hospital Services,Medical Services,AMEX,8000
AMSC,GOOG/NASDAQ_AMSC,American Superconductor Corp.,Semiconductor,NASDAQ,3674
AMSF,GOOG/NASDAQ_AMSF,Amerisafe,Financial Svcs. (Div.),NASDAQ,6100
AMSG,GOOG/NASDAQ_AMSG,Amsurg,Medical Services,NASDAQ,8000
AMSU,GOOG/PINK_AMSU,Amanasu Environment Corp.,Environmental,PINK,4953
AMSWA,GOOG/NASDAQ_AMSWA,American Software,Computer Software & Svcs,NASDAQ,3579
AMT,GOOG/NYSE_AMT,American Tower Corp.,Telecom. Equipment,NYSE,4811
AMTA,GOOG/PINK_AMTA,Amistar Corp.,Machinery,PINK,3500
AMTC,GOOG/PINK_AMTC,Ameritrans Cap Corp,Financial Svcs. (Div.),PINK,6100
AMTD,GOOG/NYSE_AMTD,TD Ameritrade Holding Corp.,Internet,NYSE,7370
AMTG,GOOG/NYSE_AMTG,Apollo Residential Mortgage In,Financial Svcs. (Div.),NYSE,6100
AMTY,GOOG/PINK_AMTY,Amerityre Corporation,Tire & Rubber,PINK,3000
AMWD,GOOG/NASDAQ_AMWD,American Woodmark Corp.,Building Materials,NASDAQ,3200
AMX,GOOG/NYSE_AMX,America Movil S.A.B. De C.V.,Telecom. Services,NYSE,4810
AMZN,GOOG/NASDAQ_AMZN,Amazon.Com,Internet,NASDAQ,7370
AN,GOOG/NYSE_AN,Autonation,Industrial Services,NYSE,7300
ANAC,GOOG/NASDAQ_ANAC,Anacor Pharmaceuticals,Drug,NASDAQ,2834
ANAD,GOOG/NASDAQ_ANAD,Anadigics,Semiconductor,NASDAQ,3674
ANAT,GOOG/NASDAQ_ANAT,American National Insurance,Insurance (Life),NASDAQ,6310
ANCB,GOOG/NASDAQ_ANCB,Anchor Bancorp,Bank,NASDAQ,6000
ANCI,GOOG/NASDAQ_ANCI,American Caresource Holdings,Healthcare Information,NASDAQ,7375
ANCPA,GOOG/PINK_ANCPA,Anacomp Inc Del,Computer Software/Svcs,PINK,3579
ANCX,GOOG/NASDAQ_ANCX,Access National Corp.,Trucking/Transp. Leasing,NASDAQ,4200
AND,GOOG/AMEX_AND,G-X FTSE Andean 40 ETF,Electronics,AMEX,3670
ANDE,GOOG/NASDAQ_ANDE,The Andersons,Diversified Co.,NASDAQ,9913
ANDR,GOOG/PINK_ANDR,Andersen Group  Inc.,Electronics,PINK,3670
ANEN,GOOG/NASDAQ_ANEN,Anaren,Electronics,NASDAQ,3670
ANF,GOOG/NYSE_ANF,Abercrombie & Fitch Company,Retail (Special Lines),NYSE,5600
ANFI,GOOG/NYSE_ANFI,American Natl Finl,Industrial Services,NYSE,7300
ANGI,GOOG/NASDAQ_ANGI,Angie's List Inc.,Internet,NASDAQ,7370
ANGN,GOOG/NASDAQ_ANGN,Angeion Corp.,Medical Supplies,NASDAQ,8060
ANGO,GOOG/NASDAQ_ANGO,Angiodynamics,Medical Supplies,NASDAQ,8060
ANIK,GOOG/NASDAQ_ANIK,Anika Therapeutics Inc.,Drug,NASDAQ,2834
ANLY,GOOG/NASDAQ_ANLY,Analysts International Corp.,Computer Software & Svcs,NASDAQ,3579
ANN,GOOG/NYSE_ANN,Ann Inc,Retail (Special Lines),NYSE,5600
ANNB,GOOG/NASDAQ_ANNB,Annapolis Bancorp Inc.,Bank,NASDAQ,6000
ANPZ,GOOG/PINK_ANPZ,American Restaurant Concepts,Restaurant,PINK,5812
ANR,GOOG/NYSE_ANR,Alpha Natural Resources,Coal,NYSE,1220
ANSS,GOOG/NASDAQ_ANSS,Ansys,Computer Software & Svcs,NASDAQ,3579
ANTH,GOOG/NASDAQ_ANTH,Anthera Pharmaceuticals,Drug,NASDAQ,2834
ANTP,GOOG/NASDAQ_ANTP,Phazar Corp,Telecom. Equipment,NASDAQ,4811
ANTS,GOOG/PINK_ANTS,ANTs software Inc,Computer Software & Svcs,PINK,3579
ANTXQ,GOOG/PINK_ANTXQ,AcuNetx Inc,Med Supp Invasive,PINK,8060
ANV,GOOG/AMEX_ANV,Allied Nevada Gold Corp,Precious Metals,AMEX,1041
ANW,GOOG/NYSE_ANW,Aegean Marine Petroleum Network,Maritime,NYSE,4400
ANX,GOOG/AMEX_ANX,Adventrx Pharmaceuticals,Drug,AMEX,2834
AOBI,GOOG/PINK_AOBI,Amer. Oriental Bioengineering,Biotechnology,PINK,2830
AOGC,GOOG/PINK_AOGC,Australian Oil & Gas Corp,Oilfield Svcs/Equip.,PINK,3533
AOGN,GOOG/PINK_AOGN,Avalon Oil and Gas Inc,Petroleum (Producing),PINK,1300
AOI,GOOG/NYSE_AOI,Alliance One International,Tobacco,NYSE,2085
AOL,GOOG/NYSE_AOL,Aol Inc.,Internet,NYSE,7370
AOLS,GOOG/PINK_AOLS,Aeolus Pharmaceuticals Inc,Drug,PINK,2834
AON,GOOG/NYSE_AON,Aon Plc,Financial Svcs. (Div.),NYSE,6100
AONE,GOOG/NASDAQ_AONE,A123 Systems,Electronics,NASDAQ,3670
AONEQ,GOOG/PINK_AONEQ,A123 Systems,Power,PINK,4900
AORE,GOOG/PINK_AORE,American Overseas Group Ltd,Financial Svcs. (Div.),PINK,6100
AOS,GOOG/NYSE_AOS,Smith [A.O.] Corp.,Machinery,NYSE,3500
AOSL,GOOG/NASDAQ_AOSL,Alpha And Omega Semiconductor,Semiconductor,NASDAQ,3674
AOXY,GOOG/PINK_AOXY,Advanced Oxygen Technologies,Computer Software & Svcs,PINK,3579
AP,GOOG/NYSE_AP,Ampco-Pittsburgh Corp.,Steel (General),NYSE,3311
APA,GOOG/NYSE_APA,Apache Corp.,Petroleum (Producing),NYSE,1300
APAGF,GOOG/NASDAQ_APAGF,Apco Oil And Gas International,Petroleum (Producing),NASDAQ,1300
APBL,GOOG/PINK_APBL,Atlantic Premium Brands Ltd,Food Processing,PINK,2000
APC,GOOG/NYSE_APC,Anadarko Petroleum Corp.,Petroleum (Producing),NYSE,1300
APCX,GOOG/PINK_APCX,AppTech Corp,Computer Software/Svcs,PINK,3579
APD,GOOG/NYSE_APD,Air Products And Chemicals,Chemical (Diversified),NYSE,2813
APDN,GOOG/PINK_APDN,Applied DNA Sciences Inc,Biotechnology,PINK,2830
APDTQ,GOOG/PINK_APDTQ,Alpha Trade.com,Internet,PINK,7370
APEI,GOOG/NASDAQ_APEI,American Public Education,Educational Services,NASDAQ,8299
APFC,GOOG/NASDAQ_APFC,American Pacific Corp.,Chemical (Specialty),NASDAQ,2820
APGI,GOOG/PINK_APGI,American Power Group Inc.,Environmental,PINK,4953
APH,GOOG/NYSE_APH,Amphenol Corp.,Electronics,NYSE,3670
APHB,GOOG/PINK_APHB,Ampliphi Biosciences Corp.,Drug,PINK,2834
APHY,GOOG/PINK_APHY,Assured Pharmacy Inc,E-Commerce,PINK,7372
API,GOOG/AMEX_API,Advanced Photonix,Electrical Equipment,AMEX,3600
APKT,GOOG/NASDAQ_APKT,Acme Packet,Internet,NASDAQ,7370
APL,GOOG/NYSE_APL,Atlas Pipeline Partners L.P.,Oilfield Svcs/Equip.,NYSE,3533
APLD,GOOG/PINK_APLD,Applied Science Products Inc,Aerospace/Defense,PINK,3720
APLL,GOOG/PINK_APLL,Apolo Gold Inc,Precious Metals,PINK,
APNI,GOOG/PINK_APNI,Alpine Group,Electronics,PINK,3670
APO,GOOG/NYSE_APO,Apollo Global Management Llc C,Financial Svcs. (Div.),NYSE,6100
APOG,GOOG/NASDAQ_APOG,Apogee Enterprises,Building Materials,NASDAQ,3200
APOL,GOOG/NASDAQ_APOL,Apollo Group,Educational Services,NASDAQ,8299
APP,GOOG/AMEX_APP,American Apparel Inc,Financial Svcs. (Div.),AMEX,6100
APPY,GOOG/NASDAQ_APPY,Aspenbio Pharma,Biotechnology,NASDAQ,2830
APRI,GOOG/NASDAQ_APRI,Apricus Biosciences Inc,Drug,NASDAQ,2834
APRO,GOOG/PINK_APRO,America  First Apt Investors,Investment Co.,PINK,
APSN,GOOG/PINK_APSN,Applied NeuroSolutions Inc,Drug,PINK,2834
APT,GOOG/AMEX_APT,Alpha Pro Tech,Apparel,AMEX,2300
APTS,GOOG/AMEX_APTS,Preferred Apartment Communities,R.E.I.T.,AMEX,6720
APU,GOOG/NYSE_APU,Amerigas Partners L.P.,Natural Gas (Distrib.),NYSE,4920
APVS,GOOG/PINK_APVS,Applied Visual Sciences Inc.,Aerospace/Defense,PINK,3720
APWC,GOOG/NASDAQ_APWC,Asia Pac Wire &Cable,Telecom. Equipment,NASDAQ,4811
APWR,GOOG/PINK_APWR,AstroPower Inc,Electronics,PINK,3670
APYI,GOOG/PINK_APYI,Aspyra Inc,Computer Software/Svcs,PINK,3579
AQ,GOOG/AMEX_AQ,Acquity Group Limited American,E-Commerce,AMEX,7372
AQIS,GOOG/PINK_AQIS,Aquis Communications,Telecom. Services,PINK,
ARAY,GOOG/NASDAQ_ARAY,Accuray Incorporated,Medical Supplies,NASDAQ,8060
ARB,GOOG/NYSE_ARB,Arbitron Inc.,Information Services,NYSE,
ARBA,GOOG/NASDAQ_ARBA,Ariba,E-Commerce,NASDAQ,7372
ARC,GOOG/NYSE_ARC,American Reprographics Company,Internet,NYSE,7370
ARCI,GOOG/NASDAQ_ARCI,Appliance Recycling Centers,Environmental,NASDAQ,
ARCO,GOOG/NYSE_ARCO,Arcos Dorados Holdings Inc,Restaurant,NYSE,5812
ARCT,GOOG/NASDAQ_ARCT,American Realty Capital Trust,Financial Svcs. (Div.),NASDAQ,6100
ARCW,GOOG/NASDAQ_ARCW,Arc Wireless Solutions,Wireless Networking,NASDAQ,7380
ARDNA,GOOG/NASDAQ_ARDNA,Arden Group,Grocery,NASDAQ,5400
ARE,GOOG/NYSE_ARE,Alexandria Real Estate Equities,R.E.I.T.,NYSE,6720
ARE.TO,YAHOO/TSX_ARE_TO,Armbro Enterprises Inc,Industrial Services,TSX,7300
AREM,GOOG/PINK_AREM,AremisSoft Corp.,Computer Software & Svcs,PINK,3579
AREX,GOOG/NASDAQ_AREX,Approach Resources Inc.,Petroleum (Producing),NASDAQ,1300
ARG,GOOG/NYSE_ARG,Airgas,Chemical (Specialty),NYSE,2820
ARGL,GOOG/PINK_ARGL,Argyle Security Inc.,Electronics,PINK,3670
ARHN,GOOG/PINK_ARHN,Archon Corp,Hotel/Gaming,PINK,
ARI,GOOG/NYSE_ARI,Apollo Commercial Real Estate,R.E.I.T.,NYSE,6720
ARIA,GOOG/NASDAQ_ARIA,Ariad Pharmaceuticals,Drug,NASDAQ,2834
ARII,GOOG/NASDAQ_ARII,American Railcar Industries,Railroad,NASDAQ,4002
ARINA,GOOG/PINK_ARINA,Arista Investors Corp.,Insurance (Prop/Cas.),PINK,
ARIS,GOOG/PINK_ARIS,ARI Network Services,Internet,PINK,7370
ARKR,GOOG/NASDAQ_ARKR,Ark Restaurants,Restaurant,NASDAQ,5812
ARLP,GOOG/NASDAQ_ARLP,Alliance Resource Partners L.P.,Metals & Mining (Div.),NASDAQ,1000
ARMH,GOOG/NASDAQ_ARMH,Arm Holdings Plc,Semiconductor,NASDAQ,3674
ARNA,GOOG/NASDAQ_ARNA,Arena Pharmaceuticals,Biotechnology,NASDAQ,
ARO,GOOG/NYSE_ARO,Aeropostale Inc,Retail (Special Lines),NYSE,
AROW,GOOG/NASDAQ_AROW,Arrow Financial Corp.,Bank,NASDAQ,6000
ARP,GOOG/NYSE_ARP,Atlas Resource Partners L.P. C,Internet,NYSE,7370
ARQL,GOOG/NASDAQ_ARQL,Arqule,Drug,NASDAQ,2834
ARRS,GOOG/NASDAQ_ARRS,Arris Group Inc,Cable TV,NASDAQ,4840
ARRY,GOOG/NASDAQ_ARRY,Array Biopharma Inc.,Drug,NASDAQ,2834
ARSD,GOOG/NYSE_ARSD,Arabian American Development,Petroleum (Producing),NYSE,
ART,GOOG/NYSE_ART,Artio Global Investors Inc.,Industrial Services,NYSE,7300
ARTC,GOOG/NASDAQ_ARTC,Arthrocare Corp.,Medical Supplies,NASDAQ,8060
ARTD,GOOG/PINK_ARTD,ARTISTdirect Inc,Internet,PINK,7370
ARTNA,GOOG/NASDAQ_ARTNA,Artesian Resources Corp.,Water Utility,NASDAQ,4941
ARTNB,GOOG/PINK_ARTNB,Artesian Resources Corp,Water Utility,PINK,4941
ARTW,GOOG/NASDAQ_ARTW,Art'S-Way Manufacturing Co.,Machinery,NASDAQ,3500
ARTX,GOOG/NASDAQ_ARTX,Arotech Corp.,Electronics,NASDAQ,3670
ARUN,GOOG/NASDAQ_ARUN,Aruba Networks,Wireless Networking,NASDAQ,7380
ARW,GOOG/NYSE_ARW,Arrow Electronics,Electronics,NYSE,3670
ARWD,GOOG/PINK_ARWD,Arrow Resources Development,Paper/Forest Products,PINK,2600
ARWR,GOOG/NASDAQ_ARWR,Arrowhead Research Corp.,Internet,NASDAQ,7370
ARX,GOOG/NYSE_ARX,Aeroflex Holding,Semiconductor,NYSE,3674
ARXG,GOOG/PINK_ARXG,Aurora Gold Corp,Gold/Silver Mining,PINK,1041
ARYX,GOOG/PINK_ARYX,ARYx Therapeutics Inc,Drug,PINK,2834
ASA,GOOG/NYSE_ASA,Asa Gold And Precious Metals,Gold/Silver Mining,NYSE,1041
ASAM,GOOG/PINK_ASAM,AssurancAmerica  Corporation,Internet,PINK,7370
ASBB,GOOG/NASDAQ_ASBB,Asb Bancorp Inc.,Bank,NASDAQ,6000
ASBC,GOOG/NASDAQ_ASBC,Associated Banc-Corp,Bank (Midwest),NASDAQ,6001
ASBI,GOOG/NASDAQ_ASBI,Ameriana Bancorp,Thrift,NASDAQ,6120
ASCA,GOOG/NASDAQ_ASCA,Ameristar Casinos,Hotel/Gaming,NASDAQ,7000
ASCBQ,GOOG/PINK_ASCBQ,Ascendia Brands Inc,Internet,PINK,7370
ASCMA,GOOG/NASDAQ_ASCMA,Ascent Media Corp.,Entertainment,NASDAQ,7950
ASDS,GOOG/PINK_ASDS,Ascendant Solutions Inc,Computer Software & Svcs,PINK,3579
ASEI,GOOG/NASDAQ_ASEI,American Science And Engineering,Electrical Equipment,NASDAQ,3600
ASFI,GOOG/NASDAQ_ASFI,Asta Funding,Financial Svcs. (Div.),NASDAQ,6100
ASFN,GOOG/PINK_ASFN,Atlantic So. Financial Grp Inc,Bank,PINK,6000
ASGN,GOOG/NASDAQ_ASGN,On Assignment,Industrial Services,NASDAQ,7300
ASH,GOOG/NYSE_ASH,Ashland Inc.,Petroleum (Integrated),NYSE,2900
ASI,GOOG/NYSE_ASI,American Safety Insurance Holdings,Insurance (Prop/Cas.),NYSE,6330
ASIA,GOOG/NASDAQ_ASIA,Asiainfo-Linkage,Internet,NASDAQ,7370
ASML,GOOG/NASDAQ_ASML,Asml Holding N.V.,Semiconductor,NASDAQ,3674
ASNA,GOOG/NASDAQ_ASNA,Ascena Retail Group,Retail (Softlines),NASDAQ,5600
ASNB,GOOG/PINK_ASNB,AdvanSource Biomaterials Corp,Medical Services,PINK,8000
ASOE,GOOG/PINK_ASOE,Apollo Solar Energy Inc,Power,PINK,4900
ASPS,GOOG/NASDAQ_ASPS,Altisource Portfolio Solutions S.A.,Financial Svcs. (Div.),NASDAQ,6100
ASRV,GOOG/NASDAQ_ASRV,Ameriserv Financial Inc.,Bank,NASDAQ,6000
ASTC,GOOG/NASDAQ_ASTC,Astrotech Corp.,Aerospace/Defense,NASDAQ,3720
ASTE,GOOG/NASDAQ_ASTE,Astec Industries,Machinery,NASDAQ,3500
ASTI,GOOG/NASDAQ_ASTI,Ascent Solar Technologies,Power,NASDAQ,4900
ASTM,GOOG/NASDAQ_ASTM,Aastrom Biosciences,Drug,NASDAQ,2834
ASTX,GOOG/NASDAQ_ASTX,Astex Pharmaceuticals Inc,Semiconductor,NASDAQ,3674
ASUR,GOOG/NASDAQ_ASUR,Asure Software Inc,Oilfield Svcs/Equip.,NASDAQ,
ASVPQ,GOOG/PINK_ASVPQ,American Tonerserv Corp.,Office Equip/Supplies,PINK,3570
ASWRF,GOOG/PINK_ASWRF,Anglo Swiss Res Inc,Metals & Mining (Div.),PINK,1000
ASYS,GOOG/NASDAQ_ASYS,Amtech Systems,Semiconductor,NASDAQ,3674
AT,GOOG/NYSE_AT,Atlantic Power Corp.,Telecom. Services,NYSE,4810
ATA,GOOG/AMEX_ATA,Safety First Trust,Electronics,AMEX,3670
ATA.TO,YAHOO/TSX_ATA_TO,ATS Automation Tooling Systems,Machinery,TSX,3500
ATAI,GOOG/NASDAQ_ATAI,Ata Inc.,Computer Software/Svcs,NASDAQ,3579
ATAR,GOOG/PINK_ATAR,Atari Inc,Entertainment Tech,PINK,3663
ATC,GOOG/AMEX_ATC,Cycle Country Accessories Corp.,Machinery,AMEX,3500
ATCV,GOOG/PINK_ATCV,ATC Venture Group Inc,Machinery,PINK,3500
ATE,GOOG/NYSE_ATE,Advantest Corporation Ads,Precision Instrument,NYSE,3800
ATEA,GOOG/NASDAQ_ATEA,Astea International,Computer Software & Svcs,NASDAQ,3579
ATEC,GOOG/NASDAQ_ATEC,Alphatec Holdings,Medical Supplies,NASDAQ,8060
ATEL,GOOG/PINK_ATEL,American Telecom Services Inc,Telecom. Services,PINK,4810
ATGN,GOOG/PINK_ATGN,AltiGen Communications Inc,Telecom. Equipment,PINK,4811
ATGR,GOOG/PINK_ATGR,American Technologies Grp Inc,Environmental,PINK,4953
ATHN,GOOG/NASDAQ_ATHN,Athenahealth,Healthcare Information,NASDAQ,7375
ATHX,GOOG/NASDAQ_ATHX,Athersys,Drug,NASDAQ,2834
ATI,GOOG/NYSE_ATI,Allegheny Technologies Inc.,Metals & Mining (Div.),NYSE,1000
ATK,GOOG/NYSE_ATK,Alliant Techsystems Inc.,Aerospace/Defense,NYSE,3720
ATL,GOOG/AMEX_ATL,Anooraq Resources Corp.,Financial Svcs. (Div.),AMEX,6100
ATLC,GOOG/NASDAQ_ATLC,Atlantic Technology Ventures,Drug,NASDAQ,2834
ATLKY,GOOG/PINK_ATLKY,Atlas Copco AB,Machinery,PINK,
ATLO,GOOG/NASDAQ_ATLO,Ames National Corp.,Bank,NASDAQ,6000
ATLS,GOOG/NYSE_ATLS,Atlas Energy Llc,Petroleum (Producing),NYSE,1300
ATMI,GOOG/NASDAQ_ATMI,Atmi Inc.,Semiconductor,NASDAQ,3674
ATML,GOOG/NASDAQ_ATML,Atmel Corp.,Semiconductor,NASDAQ,3674
ATNI,GOOG/NASDAQ_ATNI,Atlantic Tele-Network,Telecom. Services,NASDAQ,4810
ATNY,GOOG/NASDAQ_ATNY,Api Technologies,Electronics,NASDAQ,3670
ATO,GOOG/NYSE_ATO,Atmos Energy Corp.,Natural Gas (Distrib.),NYSE,4920
ATOS,GOOG/NASDAQ_ATOS,Atossa Genetics Inc,Med Supp Non-Invasive,NASDAQ,3842
ATPAQ,GOOG/PINK_ATPAQ,ATP Oil & Gas Corp,Natural Gas (Div.),PINK,4929
ATPG,GOOG/NASDAQ_ATPG,Atp Oil & Gas Corp.,Natural Gas (Diversified,NASDAQ,4929
ATPL,GOOG/PINK_ATPL,Atlantis Plastics,Chemical (Specialty),PINK,2820
ATR,GOOG/NYSE_ATR,Aptargroup,Packaging & Container,NYSE,2640
ATRC,GOOG/NASDAQ_ATRC,Atricure,Medical Supplies,NASDAQ,8060
ATRI,GOOG/NASDAQ_ATRI,Atrion Corp.,Medical Services,NASDAQ,8000
ATRM,GOOG/NASDAQ_ATRM,Aetrium Inc.,Electronics,NASDAQ,3670
ATRNQ,GOOG/PINK_ATRNQ,Atrinsic Inc,Internet,PINK,7370
ATRO,GOOG/NASDAQ_ATRO,Astronics Corp.,Packaging & Container,NASDAQ,2640
ATROB,GOOG/PINK_ATROB,Astronics Corp.,Aerospace/Defense,PINK,
ATRS,GOOG/NASDAQ_ATRS,Antares Pharma,Computer Software/Svcs,NASDAQ,
ATSG,GOOG/NASDAQ_ATSG,Air Transport Services Group Inc,Air Transport,NASDAQ,4510
ATTU,GOOG/NASDAQ_ATTU,Attunity Ltd,Internet,NASDAQ,7370
ATTY,GOOG/PINK_ATTY,Attorneys.com Inc,Publishing,PINK,2700
ATU,GOOG/NYSE_ATU,Actuant Corp.,Machinery,NYSE,3500
ATV,GOOG/NYSE_ATV,Acorn International,Advertising,NYSE,7310
ATVI,GOOG/NASDAQ_ATVI,Activision Blizzard Inc,Computer Software & Svcs,NASDAQ,3579
ATW,GOOG/NYSE_ATW,Atwood Oceanics,Oilfield Services/Equip.,NYSE,3533
ATX,GOOG/NASDAQ_ATX,Cross [A.T.] Company,Office Equip & Supplies,NASDAQ,3570
ATYG,GOOG/PINK_ATYG,Atlas Technologies Group Inc,Computer Software/Svcs,PINK,3579
ATYM,GOOG/PINK_ATYM,Asia Time Corp,Precision Instrument,PINK,3800
AU,GOOG/NYSE_AU,Anglogold Ashanti Ltd,Precious Metals,NYSE,1041
AUBN,GOOG/NASDAQ_AUBN,Auburn National Bancorporation,Bank,NASDAQ,6000
AUDC,GOOG/NASDAQ_AUDC,Audiocodes Ltd,Telecom. Equipment,NASDAQ,4811
AUMN,GOOG/AMEX_AUMN,Golden Minerals Co.,Precious Metals,AMEX,1041
AUQ,GOOG/NYSE_AUQ,Aurico Gold Inc,Precious Metals,NYSE,1041
AURI,GOOG/PINK_AURI,Auri Inc,Shoe,PINK,3140
AUSI,GOOG/PINK_AUSI,Aura Systems,Electronics,PINK,3670
AUTCF,GOOG/PINK_AUTCF,AutoChina International Ltd,Financial Svcs. (Div.),PINK,6100
AUTH,GOOG/NASDAQ_AUTH,Authentec,Internet,NASDAQ,7370
AUTO,GOOG/PINK_AUTO,Autoinfo Inc.,Financial Svcs. (Div.),PINK,6100
AUXL,GOOG/NASDAQ_AUXL,Auxilium Pharmaceuticals,Drug,NASDAQ,2834
AUXO,GOOG/PINK_AUXO,Auxilio Inc.,Internet,PINK,7370
AUY,GOOG/NYSE_AUY,Yamana Gold,Precious Metals,NYSE,1041
AV,GOOG/NYSE_AV,Aviva Plc,Telecom. Equipment,NYSE,4811
AVA,GOOG/NYSE_AVA,Avista Corp.,Electric Utility (West),NYSE,4913
AVAV,GOOG/NASDAQ_AVAV,Aerovironment,Aerospace/Defense,NASDAQ,3720
AVB,GOOG/NYSE_AVB,Avalonbay Communities,R.E.I.T.,NYSE,6720
AVBH,GOOG/PINK_AVBH,Avidbank Holdings Inc.,Bank,PINK,6000
AVCA,GOOG/NASDAQ_AVCA,Advocat,Medical Services,NASDAQ,8000
AVCS,GOOG/PINK_AVCS,American Vantage Companies,Hotel/Gaming,PINK,7000
AVD,GOOG/NYSE_AVD,American Vanguard Corp.,Chemical (Specialty),NYSE,2820
AVEO,GOOG/NASDAQ_AVEO,Aveo Pharmaceuticals,Drug,NASDAQ,2834
AVEW,GOOG/PINK_AVEW,ActionView Int'l Inc,Advertising,PINK,7310
AVGO,GOOG/NASDAQ_AVGO,Avago Technologies,Internet,NASDAQ,
AVHI,GOOG/NASDAQ_AVHI,Av Homes Inc,Homebuilding,NASDAQ,1521
AVID,GOOG/NASDAQ_AVID,Avid Technology,Electronics,NASDAQ,3670
AVIT,GOOG/PINK_AVIT,Avani International Group Inc,Beverage (Soft Drink),PINK,
AVIX,GOOG/PINK_AVIX,AVIX Technologies Inc,Telecom. Services,PINK,
AVL,GOOG/AMEX_AVL,Avalon Rare Metals,Aerospace/Defense,AMEX,3720
AVLY,GOOG/PINK_AVLY,Allegheny Valley Bancorp Inc.,Bank,PINK,6000
AVNA,GOOG/PINK_AVNA,Advance Nanotech Inc,Telecom. Services,PINK,4810
AVNI,GOOG/PINK_AVNI,Adven Inc,Chemical (Specialty),PINK,2820
AVNR,GOOG/NASDAQ_AVNR,Avanir Pharmaceuticals Inc,Medical Supplies,NASDAQ,8060
AVNW,GOOG/NASDAQ_AVNW,Aviat Networks,Telecom. Services,NASDAQ,4890
AVNY,GOOG/PINK_AVNY,Avensys Corporation,Metal Fabricating,PINK,3400
AVP,GOOG/NYSE_AVP,Avon Products,Toiletries/Cosmetics,NYSE,2844
AVPI,GOOG/PINK_AVPI,AVP Inc,Entertainment,PINK,7950
AVSR,GOOG/PINK_AVSR,Avistar Communications Corp,Computers/Peripherals,PINK,
AVSS,GOOG/PINK_AVSS,Avesis Inc.,Medical Services,PINK,
AVT,GOOG/NYSE_AVT,Avnet,Electronics,NYSE,3670
AVTI,GOOG/PINK_AVTI,Avitar Inc New,Medical Supplies,PINK,8060
AVVH,GOOG/PINK_AVVH,AVVAA World Health Care Prods,Drug,PINK,2834
AVX,GOOG/NYSE_AVX,Avx Corp.,Electrical Equipment,NYSE,3600
AVXT,GOOG/PINK_AVXT,AVAX Technologies Inc,Drug,PINK,2834
AVY,GOOG/NYSE_AVY,Avery Dennison Corp.,Chemical (Specialty),NYSE,2820
AVZAQ,GOOG/PINK_AVZAQ,Aviza Technology Inc,Semiconductor,PINK,3674
AWAY,GOOG/NASDAQ_AWAY,Homeaway Inc.,Internet,NASDAQ,7370
